name,endereco,bairro,cep,cidade,estado,pais,telefone,nome_fantasia,email,site,cnpj
Associaçaõ Beneficente Educacional e Social da Comunidade Católica de Itapajé,Av. Antônio Barroso Bastos - 1545 -,Ferros,62600000,Itapagé,CE,Brasil,-32663547,ABESCC,ricardojorge@petrobras.com.br,,
sepromiracial/mg,rua acacio serpas - 410 - sl10,centro,36700000,Leopoldina,MG,Brasil,32-34414450,sepromiracial/mg,www.sepromiracial.com.br,,
ASSOCIAÇÃO RENASSAINCE FAZER O BEM AOS MENOS FAVORECIDOS,Rua Oriente - 505 - Sobreloja,Bras,3016001,São Paulo,SP,Brasil,-22398764,ASSOCIAÇÃO RENASSAINCE,intersid@uol.com.br,,
INSTITUTO DE DESENVOLVIMENTO SOCIAL - IDS,RUA GASTÃO MADEIRA - 62 -,AEROPORTO,86039680,Londrina,PR,Brasil,43-33252006,IDS,planosoc@sercomtel.com.br,,
Associação Casa de Apoio Romeiros de Nossa Senhora Aparecida,Rua Norberto Lourenço Caetano - 100 -,Jardim Manoel Francisco,,Limeira,SP,Brasil,19-34457325,CARA,casadeapoio@hotmail.com,www.cara.org.br,5675929000134
Associação de Assistência à Criança São Vicente de Paulo,Rua João Paim - 98 -,Centro,26950000,Paty do Alferes,RJ,Brasil,21-34501603,Associação de Assistência à Criança São Vicente de Paulo,casa@casaapoiocancer.org.br,,
ASSOCIAÇÃO TERAPÊUTICA CRISTÃ,RUA MIGUEL VIEIRA FERREIRA - 413 - ANTIGO CAMINHO DE SERVIDÃO,CHÁCARA NOVA BOA VISTA,13064654,Campinas,SP,Brasil,19-32823551,ATC,atcrista@hotmail.com,www.atcampinas.com.br,3443278000121
Associação Brasileira de Apoio a Saúde - ABRASA,Praça Mon. Marcondes - 34 - Cj. 21,Centro,12400470,Pindamonhangaba,SP,Brasil,12-36483103,*****,samuel@supracorp.com.br,,
ASSOCIACAO CULTURAL E CARNAVALESCA USINA DE SAMBA,RUA DO GRAVATA - 43 - 01 ANDAR,NAZARE,40040330,Salvador,BA,Brasil,71-33213159,USINA DE SAMBA,mestrejaco@hotmail.com,,
Centro de Cidadania Plena de Planaltina - DF,"Quadra 08 - Conjunto ""I"" - 2 - Área Especial nº 2",Arapoanga,73370100,Brasília,DF,Brasil,61-34673338,ONG João de Barro,centrodecidadania@hotmail.com,,
LAR SENHOR BOM JESUS,RUA BERNARDO CISNEIROS - 682 -,APARECIDA,31235110,Belo Horizonte,MG,Brasil,-25521514,,,,
ASSOCIAÇÃO DOS DEFICIENTES DE CONTAGEM,AV. JOÃO DE DEUS COSTA - 410 -,CENTRO,32040580,Contagem,MG,Brasil,-33967980,ADC,adccontagem@yahoo.com.br,www.adccontagem.com.br,26061838000189
PROJETO LAR FELIZ,JGR - 316 -,BORDA DA MATA,13820000,Jaguariúna,SP,Brasil,19-38671281,PROJETO LAR FELIZ,projetolarfeliz123@hotmail.com,www.larfeliz.com,4515175000192
Associação de Corredores de Rua de Sapucaí-Mirim / MG,Rua Governador Valadares - 115 -,Centro,37690000,Sapucaí-Mirim,MG,Brasil,35-36551073,ACOSM,acosm.mg@hotmail.com,www.acosm.com.br,8630068000166
SERVIÇO DE ASSISTÊNCIA E PROMOÇÃO HUMANA IMACULADA CONCEIÇÃO,R. SANTOS DUMONT - 161 -,CENTRO,16200095,Birigui,SP,Brasil,18-36445098,,,,
LAR DOS IDOSOS NOSSA SENHORA AUXILIADORA,RUA SÃO PAULO - 731 -,CÉLVIA,33200000,Vespasiano,MG,Brasil,31-36211863,,,,
ABRASA - AGÊNCIA BRASILEIRA DE SERVIÇOS E SAÚDE,RUA GONÇALO PINTO - 1 - 2º ANDAR SALA 02,JD MONTE AZUL,5836220,São Paulo,SP,Brasil,11-58512266,ABRASA,,,
ORGANIZAÇÃO NACIONAL DE APOIO AO ESPORTE,ST SHCN/CL 309 BLOCO C - 54 - SALA 217,ASA NORTE,70755500,Brasília,DF,Brasil,61-81387171,ONAE,marceloonae1@hotmail.com,,
Instituto Nacional do Desenvolvimento - INDE,Rua Sebastião Paes - 380 - Conj. 1003,Campo Belo,4625061,São Paulo,SP,Brasil,11-50445588,INDE,contador@a2office.com.br,,
Associação São Francisco de Reeducação e Socialização,Rua Costa Cabral - 850 -,Centro,12120000,Tremembé,SP,Brasil,12-36723149,Associação São Francisco,,,
Associação Comunitaria Jardim Atlantico e Amigos,Rua Montes Claros - 56 - E,Paripe,,Salvador,BA,Brasil,71-32615978,ASCOJA,ascoja@hotmail.com,,
ASSOCIACAO GUIAR DE ASSISTENCIA SOCIAL,RUA ARTHUR AMERICANO MENDES - 310 -,VILLA CANAA,39560000,Salinas,MG,Brasil,38-38411015,AGUIAS,ASSOCIACAOGUIAR@HOTMAIL.COM,,
INSTITUTORENASCER DA CONSCIENCIA,Fazenda Samambaia - 0 -,BR 381,34515740,Sabará,MG,Brasil,31-32963864,,,,
ASSOCIAÇÃO BENEFICENTE CULTURAL E RECREATIVA DE VALHA-ME DEUS,Ilha de Valha-me Deus - 10 - Zona Rural,Ilha,65268000,Cururupu,MA,Brasil,98-34029051,,,,
Associação Cultural Namaste,3ª avenida AE 04 Casa social e cultural do nucleo bandeirante - 4 -,Nucleo Bandeirante,72320592,Brasília,DF,Brasil,61-33385793,,,,
ASSOCIAÇÃO RECIFENSE DE EDUCAÇÂO E CULTURA,RUA ALMEIDA CUNHA - 100 -,SANTO AMARO,50050480,Recife,PE,Brasil,81-34124242,FACULDADE DE CIENCIA HUMANA ESUDA,arec2011@hotmail.com,www.esuda.com.br/,10473817000130
Associação de Deficientes Visuais do Oeste de Santa Catarina,Rua Olavo Dias de Castro - 200 - E,Passo dos Fortes,89805769,Chapecó,SC,Brasil,49-33118892,ADEVOSC,adm@adevosc.org.br,www.adevosc.org.br,86791795000119
Casa do Bom Samaritano,Rua José Passos de Oliveira - 355 -,Abolição,38180000,Araxá,MG,Brasil,34-36625540,2075210000174,,,
associação comunitária JK,R QUADRA 22 RUA VOVO PRIMO COM LUNA VARGAS AREA ESPECIAL - 22 - S/N,LUNABEL,72862522,Novo Gama,GO,Brasil,61-91636783,GMJK,GMJK@BOL.COM.BR,,
INSTITUTO DE CONVIVÊNCIA INCLUIR,Rua Miguel Fillus - 892 -,Samambaia,83535000,Campo Magro,PR,Brasil,41-88433009,INSTITUTO DE CONVIVÊNCIA INCLUIR,ici.incluir@gmail.com,,
ASSOCIAÇÃO DA RESERVA EXTRATIVISTA MARINHA DE ARRAIAL DO CABO,RUA VEREADOR SIMAS - 27 - CASA 2,PRAIA GRANDE,28930000,Arraial do Cabo,RJ,Brasil,22-99006305,,,,
INTERNATIONAL YOUTH FELLOWSHIP BRASIL,Av Imirim - 2496 - sala 01,Imirim,2464400,São Paulo,SP,Brasil,11-22560914,,,,
Associação São Francisco,Rua Antonio Gonçalves Soares - 201 -,COHAB II,13737610,Mococa,SP,Brasil,19-36656490,,,,
ASSOCIAÇÃO DO DESENVOLVIMENTO AO EMPREENDEDORISMO SOCIAL,rua Urussanga - 82 -,Cohab A,94050190,Gravataí,RS,Brasil,51-34968768,ADES,ades.rs@hotmail.com,,
Associação de Defesa e Proteção dos Direitos de Homossexuais,LADEIRA DA PALMA - 1 - SL 4 ED N SRA DE FATIMA,NAZARE,40040180,Salvador,BA,Brasil,71-34922424,PRO HOMO,prohomo@yahoo.com.br,www.prohomosalvador.blogspot.com,10627431000136
UNIDADE INTEGRADA DE SEGURANÇA E DEFESA SOCIAL DE ALEXÂNIA-GO,"AV. NELSON SANTOS, ÁREA ESPECIAL - 1 - ANTIGO PRÉDIO DO FORUM DA COMARCA",CENTRO,72920000,Alexânia,GO,Brasil,-33363736,UNISEG,uniseg.alex@hotmail.com,uniseg.org.br,13203572000110
ASSOCIAÇÃO CAMINHO SUAVE SOCIO-AMBIENTAL,RUA CONSTANTINO FRAGA - 165 - SALA 06,VILA LEOPOLDINA,5318050,São Paulo,SP,Brasil,11-25797958,THREE FOR ONE,denise.valenca@uol.com.br,www.3for1.com.br,12957251000148
INSTITUTO MUNICIPAL ANTI DROGAS IMAD,RUA CASTANHEIRA - 75 -,JD ESP SANTO,38067350,Uberaba,MG,Brasil,-33226009,IMAD,realina@terra.com.br,,
CARITAS DIOCESANA DE SANTO AMARO,Rua Nicolau barreto - 250 -,VIla Cordeiro,4583000,São Paulo,SP,Brasil,11-28218701,CARITAS DIOCESANA DE SANTO AMARO,mjmunhoz@hotmail.com,,
"INSTITUTO CHRONOS DE RESPONSABILIDADE SOCIOAMBIENTAL, CULTURAL E DESENVOLVIMENTO HUMANO",RUA 406E - 319 -,MORRETES,88220000,Itapema,SC,Brasil,47-33689822,INSTITUTO CHRONOS,CHRONOS.INSTITUTO@GMAIL.COM,,
CENTRO SOCIAL ASSISTENCIAL CULTURAL EBENEZER CENTROCULTURAL,AE QS 120 CONJUNTO 06 LOTE - 1 -,SAMAMBAIA,72314701,Brasília,DF,Brasil,61-33523231,CENTROCULTURAL,washington.volnei@yahoo.com.br,,
Conselho da Comunidade da Comarca de Buritis,Rua Ibiara - 81 - Setor 3,Setor 3,76880000,Buritis,RO,Brasil,69-32382112,Conselho da Comunidade,cdc-cb@hotmail.com,,
Federação de Karate do Estado do Tocantins,904 sul alameda 04 lote 58 - 58 -,Plano diretor sul,77023370,Palmas,TO,Brasil,63-84170341,FKET,fket@uol.com.br,,
Banco de Desenvolvimento e Pesquisa do Estado do Rio de Janeiro,Rua Santos Melo - 61 -,São Francisco Xavier,20960030,Rio de Janeiro,RJ,Brasil,21-25011001,BDPERJ,faleconosco@bdperj.org.br,www.bdperj.org.br,9179257000127
NUCLEO ASSISTENCIAL HUMBERTO DE CAMPOS,RUA 2070 - 554 - CENTRO,CENTRO,88330454,Balneário Camboriú,SC,Brasil,47-33661490,NAHC,nahcbc@gmail.com,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE POTIRENDABA,RUA DR. JOSE AFONSO AMATO - 333 -,JARDIM DOS EUCALIPTOS,15105000,Potirendaba,SP,Brasil,17-32491386,APAE DE POTIRENDABA,apaepotirendaba@hotmail.com,,
ONG VOLUNTARIADO JOVEM - DIREITO DE VIVER,RUA CEARÁ - 4235 - SALA 03,CENTRO,86870000,Ivaiporã,PR,Brasil,43-34722071,ONG DIREITO DE VIVER,MIOJO_CP@HOTMAIL.COM,,
UNIAO DAS MULHERES DO ESTADO DO RIO DE JANEIRO-UMERJ,RUA - 32 - QUADRA 36 S/N LOTE 6,INOA,24910000,Maricá,RJ,Brasil,21-22249642,,,,
Atividades associativas não especificadas anteriormente,RUA GERALDO RODOLFO DE MENDONÇA - 33 - LOJA 1,CENTRO,35326000,Santa Rita de Minas,MG,Brasil,33-99096664,CORPO DE BOMBEIRO CIVIL COMUNITARIO DE SANTA RITA DE MINAS,erondesramos@hotmail.com,,
Lar Escola Santo Inácio,rua Paula Souza - 564 -,centro,13300050,Itu,SP,Brasil,11-40231181,,,,
Sociedade Beneficente Recreativa São Roque e Clube de Mães,Rua Voluntários da Pátria - 501 -,Lobato,40470001,Salvador,BA,Brasil,-33916355,Sociedade São Roque,sasaoroque@hotmail.com,,
LIGA APARECIDENSE DE FUTEBOL DE SALAO,PRAÇA NOSSA SENHORA APARECIDA - 93 - AO LADO IGREJA MATRIZ,CENTRO,12570000,Aparecida,SP,Brasil,12-31082053,LIGA APARECIDENSE DE FUTSAL,LIGAAPARECIDENSEDEFUTSAL@HOTMAIL.COM,,
associação vitoria da conquista,av emilio bosco - 1855 - bloco 9 apto 12,matão,13179180,Sumaré,SP,Brasil,19-39228278,associação vitoria da conquista,vitoriadaconquista@desktop.com.br,,
"SINDICATO DOS TRABALHADORES NAS INDÚSTRIAS SIDERÚRGICAS, METALÚRGICAS, MECÂNICAS, DE MATERIAL ELÉTRICO, MATERIAL ELETRÔNICO, DESENHOS, PROJETOS E DE INFORMÁTICA DE TIMÓTEO E CORONEL FABRICIANO",AVENIDA MONSENHOR RAFAEL - 155 -,TIMIRIM,35182419,Timóteo,MG,Brasil,31-38499106,METASITA,secretaria@metasita.org.br,www.metasita.org.br,19879634000194
ASSOCIAÇÃO BEM VIVER DE APOIO A COMUNIDADE,R: ESTANHO - 190 -,JARDIM KENNEDY II,37706285,Poços de Caldas,MG,Brasil,35-37223666,BEM VIVER,associacao_bemviver@hotmail.com,,
ASSOCIAÇÃO DE EQUOTERAPIA VALE DO ITAJAÍ E LITORAL,RUA MOISES GAMBÁ - 347 - RANCHO LACALTIVA,BRILHANTE I,88310000,Itajaí,SC,Brasil,47-,ADEVIL,adevil.org.br@hotmail.com,,
Grupo Cidadania Solidária,Rua Silva Jardim - 42 - Sala 04,Centro,45000440,Vitória da Conquista,BA,Brasil,77-81045392,GCS,oscip.gcs@hotmail.com,www.gcs.org.br,5534329000156
Federação de Associações Comunitárias e Ongs de Itaperuna-RJ,Edith da Conçeição Oliveira s/nº - 0 - Casa,Marechal Castelo Branco,28300000,Itaperuna,RJ,Brasil,22-38243840,FAMONG,famong1@gmail.com,http;//nossaitaperunacomovamos.blogspot.com,8081021000190
Núcleo de Desenvolvimento Humano e Econômico da Vila Militar,Estrada São Pedro de Alcântara - 2020 -,Deodoro,21615310,Rio de Janeiro,RJ,Brasil,21-24574682,Estação Conhecimento Vila Militar,flavia.fonseca@estacaoconhecimento.org.br,,
Moradia e Cidadania,Avenida Conde da Boa Vista - 720 - 5 andar,Boa Vista,50060040,Recife,PE,Brasil,-32227020,Moradia e Cidadania ONG,administrativope@gmail.com,www.moradiaecidadania.org.br,1285730001978
REDE DE COMBATE AO CÂNCER REGIONAL DE ASTORGA,Rua Curitiba - 174 -,Centro,86730000,Astorga,PR,Brasil,44-32347557,,,,
Grupo de Apoio à Prevenção e aos Portadores da AIDS,Rua Dona Eva - 4 -,centro,39400009,Montes Claros,MG,Brasil,38-32229433,GRAPPA,grappamoc@bol.com.br,,
Abrigo ao Idoso Sol Nascente,PC DONA FRANCISCA JUSTINIANA DE ANDRADE - 83 -,CENTRO,38280000,Iturama,MG,Brasil,34-34112837,ILPI- Sol Nascente,sirlenegarcia_@hotmail.com,,
Associação Mururé,Avenida Visconde de Inhaúma - 1557 -,Pedreira,66087640,Belém,PA,Brasil,91-32763196,Associação Mururé,amurure@gmail.com,,
ASSOCIAÇÃO DAS CAMARAS MUNICIPAIS DO SUDOESTE DO PARANA MICRORREGIÃO 14,RUA IGUAÇU - 476 - SALA 305,CENTRO,85501270,Pato Branco,PR,Brasil,46-32242870,ACAMSOP/M-14,administrativo@acamsopm14.org.br,www.acamsopm14.org.br,80872450000103
CENTRO DE DESENVOLVIMENTO DO TRABALHO INTREGADO AO SOCIAL,AVENIDA PLACIDO CASTELO - 0 - TERMINAL RODOVIARIO,CENTRO,63900000,Quixadá,CE,Brasil,88-34145183,CDTIS,cdtisquixada@hotmail.com,,
Associação Evangélica de Assistencia Social Assembléia de Deus,Rua João Goulart - 407 -,União,76920000,Ouro Preto do Oeste,RO,Brasil,69-34611677,AEASAD,,,
"GUARU EDUCAÇÃO, SOCIAL E DESPORTO",Rua Roberto Militão dos Santos - 47 -,Jardim Fortaleza,7153370,Guarulhos,SP,Brasil,11-23045675,GUARU ESD,guaruesd@gmail.com,www.guaru.org.br,9455514000106
ASSOCIAÇÃO ESPORTIVA FIGUEIRA,Rua Marechal Floriano - 1301 -,centro,35010141,Governador Valadares,MG,Brasil,33-32757575,,,,
associação voz ativa cultura alternativa,R:Finlândia - 163 - -------------,Vila esperança,37640000,Extrema,MG,Brasil,35-84473474,associação voz ativa cultura alternativa,assoc.vozativa@hotmail.com,,
Fundação Roberto Rocha Brito,Av. Andrade Neves - 402 -,Botafogo,13013160,Campinas,SP,Brasil,19-37343196,Fundação Roberto Rocha Brito,eliane.pinheiro@hvcnet.com.br,www.frrb.com.br,58378373000180
INSTITUTO NACIONAL DA JUSTIÇA DE PAZ E JUIZES DE PAZ DO BRASIL ? INJUPA - Br,Rua Panema - 1000 -,Renascênça,31130620,Belo Horizonte,MG,Brasil,31-30443650,7º TRIBUNAL FEDERAL DE JUSTIÇA PAZ E ARBITRAL,contato@injupa.org.br,www.injupa.org.br,11394888000100
GRUPO NOEL,RUA DOMINGOS DE MORAES - 1905 -,VILA MARIANA,4009003,São Paulo,SP,Brasil,11-55711014,GRUPO NOEL,R.MALULY@TERRA.COM.BR,WWW.GRUPONOEL.ORG.BR,48934558000170
ASSOCIAÇAO FLORESCE JOSE GILDO DA SILVA,RUA PEDRO SANTOS ESTIMA - 48 -,CENTRO,56850000,Flores,PE,Brasil,87-99300623,AFLOJOGI,auricianunes@hotmail.com,,
IRMANDADE SANTA IZABEL,RUA BARAO DO RIO BRANCO - 72 -,PASSAGEM,28900000,Cabo Frio,RJ,Brasil,22-26454040,HOSPITAL SANTA IZABEL,hsizabel@uol.com.br,,
Associação Cultural e Desenvolvimento Social,Rua Kalil Filho - 51 -,Jardim Nossa Senhora das Graças,6719390,Cotia,SP,Brasil,11-66852444,ACDS,culturalesocial@hotmail.com,,
Associação de Preservação Ferroviária Brotense,Av. Ema Bicaleto - 19 - casa,centro,17380000,Brotas,SP,Brasil,14-97185033,A.P.F.B,helioribeiro@apfb.com.br,www.apfb.com.br,11096136000163
Casa de Recuperacão e Inclusão Social Manancial no Deserto,AV. Esperanca - 281 -,Malhado,45658630,Ilhéus,BA,Brasil,73-81129827,instituto manancial no deserto,maraatalaia@hotmail.com,,
Casa da Criança Algodão Doce,São Marcos - 150 - Vila Bonsucesso,Lomba do Pinheiro,91570380,Porto Alegre,RS,Brasil,51-30192458,Casa da Criança Algodão Doce,crechealgodaodoce@terra.com.br,,
LAR DONA COTINHA,RUA MESSIAS DE PINA - 77 -,MOOCA,3162090,São Paulo,SP,Brasil,11-26920565,LAR DONA COTINHA,contabil@ecb.com.br,www.lardonacotinha.com.br,67973545000155
Winrock International Institute For Agricultural Development,Rua Marechal Floriano - 607 - sala 320,Centro,96810000,Santa Cruz do Sul,RS,Brasil,51-30531648,,,,
FUNDAÇÃO DR. HOMERO LIMA MENEZES,RUA DR. HOMEROLIMA MENEZES - 157 -,CENTRO,96900000,Sobradinho,RS,Brasil,51-34721001,FUNDAÇÃO DR. HOMERO,fundacaohomero@gmail.com,,
Conselho Comunitário da Comunidade de São Sebastião,Rua k - 0 - Vila São Sebastião,Distrito de São Sebastião,38770000,João Pinheiro,MG,Brasil,38-35646058,,,,
Casa dos Velhinhos Grijalva Alves Terra,Rua: São Vicente - 519 -,Centro,37925000,Piumhi,MG,Brasil,-33711645,,,,
associação das donas de casa do conjunto alvorada anil joão de deus,rua três corações - 14 -,joão de deus,65058340,São Luís,MA,Brasil,-88484598,***************,adccaa_jd@hotmail.com,,
INSTITUTO MONTANA AMBIENTAL,RUA ATTILIO BASSANESI - -,FLORESTA,95010330,Caxias do Sul,RS,Brasil,54-91394747,INSTITUTO MONTANA AMBIENTAL,fabio@serracont.com.br,,
Associação de Cegos e Deficientes Visuais de Soledade RS,Rua Aldo Porto - 58 - casa,Centro,99300000,Soledade,RS,Brasil,54-33813864,Associação de Cegos e Deficientes Visuais de Soledade RS,acesol2010@gmail.com,,
INSTITUIÇÃO DE REABILITAÇÃO ROSA DE SARON,RUA BRASIL - 1 - QD 26 A LT 03,ST AEROPORTO SUL,74465539,Aparecida de Goiânia,GO,Brasil,62-91043526,ROSA DE SARON,rosangelaandradeac@hotmail.com,www.instituiçãorosadesaron.org.br,1723124000168
Casa de Justiça e Cidadania,EQNN 5/7 - 5 - AREA ESPECIAL C,CEILANDIA NORTE,72225055,Brasília,DF,Brasil,61-92546764,Casa de Justiça,maristelacjc@yahoo.com.br,,
Associação Ação Ambiental,Rua Dos Rodriguês - - Quadra 39 Lote 24,Jundiaí,75110800,Anápolis,GO,Brasil,62-35135086,Ação Ambiental,acaoambiental.org@gmail.com,,
Associação dos Moradores do Fim da Linha do Alvaro Wayne,Rua Teodorico de Castro - 6281 -,Alvaro Wayne,60336010,Fortaleza,CE,Brasil,85-32836775,AMFLAW,tblfprt@hotmail.com,,
SOLIDARITAS,RUA LOPES QUINTAS - 211 -,JD BOTANICO,22464010,Rio de Janeiro,RJ,Brasil,21-38745544,,,,
INSTITUTO CULTURAL INHOTIM,RUA PIRAPETINGA - 322 - 6º ANDAR,SERRA,30220150,Belo Horizonte,MG,Brasil,31-31151400,INSTITUTO INHOTIM,marcoaurelio@orplan.com.br,,
Organização da Sociedade Civil de Interesse Público Pró Rio Grande,Rua Laurentino de Azevedo - 90 - fundos,Nova Petrópolis,9770055,São Bernardo do Campo,SP,Brasil,11-,Organização da Sociedade Civil de Interesse Público Pró Rio Grande,marcelo@proriogrande.org.br,www.proriogrande.org.br,5205543000169
GREMIO RECREATIVO CULTURAL ESCOLA DE SAMBA MIRIM RAIZES DA MANGUEIRA,RUA:NOVO HORIZONTE - 187 - A,SÃO DOMINGOS,36500000,Ubá,MG,Brasil,32-99241622,G.R.C.E.S.M.R.M.,,,
Cruz Vermelha Brasileira Filial do Municipio de Barra Mansa,Av. Francisco Vilella de Andrade Neto - 18 -,Centro,27330590,Barra Mansa,RJ,Brasil,24-33237144,Cruz Vermelha Brasileira Filial do Município de Barra Mansa - RJ,secretariageral@cruzvermelhabm.org.br,www.cruzvermelhabm.org.br,7296906000144
CENTRO DE REABILITAÇÃO E RESTAURAÇÃO LIBERTADORES DE SIÃO-CRLS,RUA 5 A QD 05 LT 01 - 62 - 2º ANDAR,JARDIM XAVIER,74550361,Goiânia,GO,Brasil,62-32931916,CRLS,igrejalibertadresdesiao@hotmail.com,,
Associação Anjos do Trabalhador,Avenida Itororó - 637 -,Zona Dois,87010460,Maringá,PR,Brasil,44-32229699,Associação Anjos do Trabalhador,anjosdotrabalhador@hotmail.com,,
"ANIS - INSTITUTO DE BIOETICA, DIREITOS HUMANOS E GENERO",CLSW 304 BLOCO B - 134 - SALA,SUDOESTE,70637632,Brasília,DF,Brasil,61-33431731,ANIS,anis@anis.org.br,www.anis.org.br,3225652000112
Associação das Costureiras e Artesãs da Estrutural,Área Especial - 13 - Setor Central,Estrutural,71300000,Brasília,DF,Brasil,-34657080,Mãos Que Criam,associacaomaosquecriam@gmail.com, não dispôe,5893130000114
Associação da Casa da Diálise,rua sete de setembro - 21 -,estados unidos,38015150,Uberaba,MG,Brasil,34-33124377,Associação da Casa da Diálise,ihtru@terra.com.br,,
ARO VERDE- Associação Comunitária Sustentável,Rua Sérgio Carneiro - 24 - B- Km 17,Itapuã,41620700,Salvador,BA,Brasil,71-88326680,ARO VERDE,aroverde@yahoo.com.br,,
INSTITUTO INHOTIM,RUA B - 20 -,FAZENDA INHOTIM,35460000,Brumadinho,MG,Brasil,31-35716638,,,,
COMUNIDADE LAETARE,RUA DEPUTADO OCTÁVIO LOPES - 560 -,CENTRO,13480021,Limeira,SP,Brasil,19-34951709,LAETARE,laetare@hotmail.com,,
RESIDÊNCIA DO AMOR FRATERNAL DE AVARÉ,RUA SÃO DIMAS - 100 -,JD VERA CRUZ,18708160,Avaré,SP,Brasil,14-37336058,,,,
ASSOCIAÇÃO CULTURAL MARACATU REI DO CONGO,RUA MAJOR FACUNDO - 1712 -,JOSÉ BONIFÁCIO,60025101,Fortaleza,CE,Brasil,-92255303,Associação Cultural Maracatu Rei do Congo,maracatureidocongo@gmail.com,maracatureidocongo.blogspot.com,11325199000144
Associação Comunitária Casa dos Deficientes de São Miguel Paulista,Avenida Nordestina - 3825 -,São Miguel,8032000,São Paulo,SP,Brasil,-25135071,acdemsp,lorenna.cristaldi@gmail.com,,
Pró-Bem Assessoria e Gestão Criança,Rua Piauí - 69 -,Santa Efigênia,30150320,Belo Horizonte,MG,Brasil,31-30435719,Pró-Bem Gestão Criança,contato@probemgestaocrianca.org.br,www.probemgestaocrianca.org.br,11285782000179
Associação Beneficente Wilson de Souza,Rua Nestor Soares de Melo - 15 -,Palmares,31160540,Belo Horizonte,MG,Brasil,31-34263562,,,,
INSTITUIÇÃO FILANTRÓPICA VIGILANTES EM AÇÃO COMUNITÁRIA,RUA MINISTRO GAMA FILHO - 935 -,BRAGA,28908090,Cabo Frio,RJ,Brasil,22-26733614,VAC VIGILANTES EM AÇÃO COMUNITÁRIA,lardospequeninos@gmail.com,,
ASSOCIAÇÃO DOS MORADORES DO CONJUNTO RESIDENCIAL CARDO,RUA JACARANDÁ - 13 -,CARDO,35024120,Governador Valadares,MG,Brasil,33-32722987,AMCARDO,mmagostino@yahoo.com.br,,
A.D.I. ASSOCIACAO DOWN DE ITAPIRA,RUA SINHO CHAGAS - 83 -,CUBATAO,13972448,Itapira,SP,Brasil,19-38436669,,,,
ASSOCIAÇÃO DE FORMAÇÃO LUA CRESCENTE,AVENIDA DOUTOR AFONSO VERGUEIRO - 823 -,CENTRO,18035370,Sorocaba,SP,Brasil,15-32173635,LUA CRESCENTE,pontualcontabil@splicenet.com.br,,
Associação de Pais e Amigos dos Excepcionais de Marabá,Rua Sergipe Qd. 32 - 25 -,Jardim Belo Horizonte,68503140,Marabá,PA,Brasil,94-33217262,Apae de Marabá,apae@leolar.com.br,maraba.apaebrasil.org.br,1711946000129
Associação de Assistência à Mucoviscidose no Paraná,Rua: Desembargador Westphalen - 1327 -,Rebouças,80230100,Curitiba,PR,Brasil,41-32240897,Associação de Assistência à Mucoviscidose no Paraná,fibrosecistica@aampr.org.br,www.aampr.org.br,81712697000125
INSTITUTO JUSTIÇA & CIDADANIA,AV. RIO BRANCO - 14 - PAVIMENTO 18,CENTRO,20090000,Rio de Janeiro,RJ,Brasil,21-22400429,INSTITUTO JUSTIÇA & CIDADANIA,erika@editorajc.com.br,WWW.INSTITUTOJUSTICAECIDADANIA.ORG.BR,10809486000167
"Associação Esportiva, Cultural, Arte e Recreação dos Assentamentos de Promissão",Assentamento Reunidas - 1 - BR 153 km150,Agrovila Central,16370000,Promissão,SP,Brasil,18-97881219,Associação Esportiva e Cultural Reunidas Dandara,donato13@uol.com.br,,
Instituto Brasileiro de Cadastro e Gestão Territorial,Rua Lidio Tibúrcio Pires - 66 -,Trindade,88040335,Florianópolis,SC,Brasil,48-99123137,,,,
Instituto Francisco de Assis,Rua Sagrada Família - 120 -,Bela Vista,45995025,Teixeira de Freitas,BA,Brasil,73-32924808,Instituto Francisco de Assis,direcao@ifa-ba.com.br,www.ifa-ba.com.br,15013642000100
ASSOCIAÇÃO IMAGINARIO DIGITAL,RUA SENADOR VERGUEIRO - 250 - BL. A APT. 906,FLAMENGO,22230001,Rio de Janeiro,RJ,Brasil,21-22269173,IMAGINARIO DIGITAL,karine@imaginariodigital.org.br,www.imaginariodigital.org.br,9575512000150
Associação dos Moradores e Amigos do Bairro da Vaquejada,Av. Valdete Carneiro - 543 - Casa,Vaquejada,48700000,Serrinha,BA,Brasil,75-32611711,Associação Modelo,assmodelo@yahoo.com.br,,
ASSOCIAÇÃO PESTALOZZI DO MUNICÍPIO DE TANGUÁ,"RUA JOSÉ TEIXEIRA DA SILVA - 125 - LT 30,QD 03",CENTRO,24890000,Tanguá,RJ,Brasil,21-27471410,,,,
ORGANIZAÇÃO NÃO GOVERNAMENTAL PATAMADA,Rua Engenheiro João Hélio Alves Rocha - 79 - CASA 03,Planalto,59073070,Natal,RN,Brasil,84-36181624,PATAMADA,ursula.medeiros@hotmail.com,,
ASSOCIACAO DE CONVIVENCIA SABEDORIA E EXPERIENCIA - ACSE,RUA JOAQUIM TEIXEIRA - 111 - B,NOSSA SENHORA DAS GRACAS,35300346,Caratinga,MG,Brasil,33-33217056,ALEGRIA NAO TEM IDADE,peixotocontabilidade@hotmail.com,,
